,datapoint,template,row,column,dtype,label
212,"S.02.01.01.01,r0280,c0020",S.02.01.01.01,r0280,c0020,int64,"Assets|Reinsurance recoverables from:|Non-life and health similar to non-life , Statutory accounts value"
213,"S.02.01.01.01,r0290,c0020",S.02.01.01.01,r0290,c0020,int64,"Assets|Reinsurance recoverables from:|Non-life and health similar to non-life|Non-life excluding health , Statutory accounts value"
214,"S.02.01.01.01,r0300,c0020",S.02.01.01.01,r0300,c0020,int64,"Assets|Reinsurance recoverables from:|Non-life and health similar to non-life|Health similar to non-life , Statutory accounts value"
215,"S.02.01.01.01,r0310,c0020",S.02.01.01.01,r0310,c0020,int64,"Assets|Reinsurance recoverables from:|Life and health similar to life, excluding health and index-linked and unit-linked , Statutory accounts value"
216,"S.02.01.01.01,r0320,c0020",S.02.01.01.01,r0320,c0020,int64,"Assets|Reinsurance recoverables from:|Life and health similar to life, excluding health and index-linked and unit-linked|Health similar to life , Statutory accounts value"
217,"S.02.01.01.01,r0330,c0020",S.02.01.01.01,r0330,c0020,int64,"Assets|Reinsurance recoverables from:|Life and health similar to life, excluding health and index-linked and unit-linked|Life excluding health and index-linked and unit-linked , Statutory accounts value"
218,"S.02.01.01.01,r0340,c0020",S.02.01.01.01,r0340,c0020,int64,"Assets|Reinsurance recoverables from:|Life index-linked and unit-linked , Statutory accounts value"
219,"S.02.01.01.01,r0350,c0020",S.02.01.01.01,r0350,c0020,int64,"Assets|Deposits to cedants , Statutory accounts value"
220,"S.02.01.01.01,r0360,c0020",S.02.01.01.01,r0360,c0020,float64,"Assets|Insurance and intermediaries receivables , Statutory accounts value"
221,"S.02.01.01.01,r0370,c0020",S.02.01.01.01,r0370,c0020,int64,"Assets|Reinsurance receivables , Statutory accounts value"
222,"S.02.01.01.01,r0380,c0020",S.02.01.01.01,r0380,c0020,int64,"Assets|Receivables (trade, not insurance) , Statutory accounts value"
223,"S.02.01.01.01,r0390,c0020",S.02.01.01.01,r0390,c0020,int64,"Assets|Own shares (held directly) , Statutory accounts value"
224,"S.02.01.01.01,r0400,c0020",S.02.01.01.01,r0400,c0020,int64,"Assets|Amounts due in respect of own fund items or initial fund called up but not yet paid in , Statutory accounts value"
225,"S.02.01.01.01,r0410,c0020",S.02.01.01.01,r0410,c0020,float64,"Assets|Cash and cash equivalents , Statutory accounts value"
226,"S.02.01.01.01,r0420,c0020",S.02.01.01.01,r0420,c0020,float64,"Assets|Any other assets, not elsewhere shown , Statutory accounts value"
227,"S.02.01.01.01,r0500,c0020",S.02.01.01.01,r0500,c0020,float64,"Assets|Total assets , Statutory accounts value"
228,"S.02.01.01.01,r0510,c0020",S.02.01.01.01,r0510,c0020,float64,"Liabilities|Technical provisions Ã¢ÂÂ non-life , Statutory accounts value"
229,"S.02.01.01.01,r0520,c0020",S.02.01.01.01,r0520,c0020,float64,"Liabilities|Technical provisions Ã¢ÂÂ non-life|Technical provisions Ã¢ÂÂ non-life (excluding health) , Statutory accounts value"
230,"S.02.01.01.01,r0560,c0020",S.02.01.01.01,r0560,c0020,float64,"Liabilities|Technical provisions Ã¢ÂÂ non-life|Technical provisions - health (similar to non-life) , Statutory accounts value"
231,"S.02.01.01.01,r0600,c0020",S.02.01.01.01,r0600,c0020,int64,"Liabilities|Technical provisions - life (excluding index-linked and unit-linked) , Statutory accounts value"
232,"S.02.01.01.01,r0610,c0020",S.02.01.01.01,r0610,c0020,int64,"Liabilities|Technical provisions - life (excluding index-linked and unit-linked)|Technical provisions - health (similar to life) , Statutory accounts value"
233,"S.02.01.01.01,r0650,c0020",S.02.01.01.01,r0650,c0020,int64,"Liabilities|Technical provisions - life (excluding index-linked and unit-linked)|Technical provisions Ã¢ÂÂ life (excluding health and index-linked and unit-linked) , Statutory accounts value"
234,"S.02.01.01.01,r0690,c0020",S.02.01.01.01,r0690,c0020,int64,"Liabilities|Technical provisions Ã¢ÂÂ index-linked and unit-linked , Statutory accounts value"
235,"S.02.01.01.01,r0730,c0020",S.02.01.01.01,r0730,c0020,int64,"Liabilities|Other technical provisions , Statutory accounts value"
236,"S.02.01.01.01,r0740,c0020",S.02.01.01.01,r0740,c0020,int64,"Liabilities|Contingent liabilities , Statutory accounts value"
237,"S.02.01.01.01,r0750,c0020",S.02.01.01.01,r0750,c0020,int64,"Liabilities|Provisions other than technical provisions , Statutory accounts value"
238,"S.02.01.01.01,r0760,c0020",S.02.01.01.01,r0760,c0020,int64,"Liabilities|Pension benefit obligations , Statutory accounts value"
239,"S.02.01.01.01,r0770,c0020",S.02.01.01.01,r0770,c0020,int64,"Liabilities|Deposits from reinsurers , Statutory accounts value"
240,"S.02.01.01.01,r0780,c0020",S.02.01.01.01,r0780,c0020,int64,"Liabilities|Deferred tax liabilities , Statutory accounts value"
241,"S.02.01.01.01,r0790,c0020",S.02.01.01.01,r0790,c0020,int64,"Liabilities|Derivatives , Statutory accounts value"
242,"S.02.01.01.01,r0800,c0020",S.02.01.01.01,r0800,c0020,int64,"Liabilities|Debts owed to credit institutions , Statutory accounts value"
243,"S.02.01.01.01,r0810,c0020",S.02.01.01.01,r0810,c0020,int64,"Liabilities|Financial liabilities other than debts owed to credit institutions , Statutory accounts value"
244,"S.02.01.01.01,r0820,c0020",S.02.01.01.01,r0820,c0020,float64,"Liabilities|Insurance & intermediaries payables , Statutory accounts value"
245,"S.02.01.01.01,r0830,c0020",S.02.01.01.01,r0830,c0020,float64,"Liabilities|Reinsurance payables , Statutory accounts value"
246,"S.02.01.01.01,r0840,c0020",S.02.01.01.01,r0840,c0020,float64,"Liabilities|Payables (trade, not insurance) , Statutory accounts value"
247,"S.02.01.01.01,r0850,c0020",S.02.01.01.01,r0850,c0020,int64,"Liabilities|Subordinated liabilities , Statutory accounts value"
248,"S.02.01.01.01,r0860,c0020",S.02.01.01.01,r0860,c0020,int64,"Liabilities|Subordinated liabilities|Subordinated liabilities not in Basic Own Funds , Statutory accounts value"
249,"S.02.01.01.01,r0870,c0020",S.02.01.01.01,r0870,c0020,int64,"Liabilities|Subordinated liabilities|Subordinated liabilities in Basic Own Funds , Statutory accounts value"
250,"S.02.01.01.01,r0880,c0020",S.02.01.01.01,r0880,c0020,float64,"Liabilities|Any other liabilities, not elsewhere shown , Statutory accounts value"
251,"S.02.01.01.01,r0900,c0020",S.02.01.01.01,r0900,c0020,float64,"Liabilities|Total liabilities , Statutory accounts value"
252,"S.02.01.01.01,r1000,c0020",S.02.01.01.01,r1000,c0020,float64,"Excess of assets over liabilities , Statutory accounts value"
253,"S.02.02.01.01,r0020,c0020",S.02.02.01.01,r0020,c0020,float64,"Assets|Investments (other than assets held for index-linked and unit-linked contracts) , Total value of all currencies"
254,"S.02.02.01.01,r0030,c0020",S.02.02.01.01,r0030,c0020,float64,"Assets|Other assets: Property, plant & equipment held for own use, Cash and cash equivalents, Loans on policies, Loans & mortgages to individuals and Other loans & mortgages (other than index-linked and unit-linked contracts) , Total value of all currencies"
255,"S.02.02.01.01,r0040,c0020",S.02.02.01.01,r0040,c0020,float64,"Assets|Assets held for index-linked and unit-linked contracts , Total value of all currencies"
256,"S.02.02.01.01,r0050,c0020",S.02.02.01.01,r0050,c0020,int64,"Assets|Reinsurance recoverables , Total value of all currencies"
257,"S.02.02.01.01,r0060,c0020",S.02.02.01.01,r0060,c0020,float64,"Assets|Deposits to cedants, insurance and intermediaries receivables and reinsurance receivables , Total value of all currencies"
258,"S.02.02.01.01,r0070,c0020",S.02.02.01.01,r0070,c0020,float64,"Assets|Any other assets , Total value of all currencies"
259,"S.02.02.01.01,r0100,c0020",S.02.02.01.01,r0100,c0020,float64,"Assets|Total assets , Total value of all currencies"
260,"S.02.02.01.01,r0110,c0020",S.02.02.01.01,r0110,c0020,float64,"Liabilities|Technical provisions (excluding index-linked and unit-linked contracts) , Total value of all currencies"
261,"S.02.02.01.01,r0120,c0020",S.02.02.01.01,r0120,c0020,float64,"Liabilities|Technical provisions - index-linked and unit-linked contracts , Total value of all currencies"
262,"S.02.02.01.01,r0130,c0020",S.02.02.01.01,r0130,c0020,int64,"Liabilities|Deposits from reinsurers and insurance, intermediaries and reinsurance payables , Total value of all currencies"
263,"S.02.02.01.01,r0140,c0020",S.02.02.01.01,r0140,c0020,float64,"Liabilities|Derivatives , Total value of all currencies"
264,"S.02.02.01.01,r0150,c0020",S.02.02.01.01,r0150,c0020,int64,"Liabilities|Financial liabilities , Total value of all currencies"
265,"S.02.02.01.01,r0160,c0020",S.02.02.01.01,r0160,c0020,int64,"Liabilities|Contingent liabilities , Total value of all currencies"
266,"S.02.02.01.01,r0170,c0020",S.02.02.01.01,r0170,c0020,float64,"Liabilities|Any other liabilities , Total value of all currencies"
267,"S.02.02.01.01,r0200,c0020",S.02.02.01.01,r0200,c0020,float64,"Liabilities|Total liabilities , Total value of all currencies"
268,"S.02.02.01.01,r0020,c0030",S.02.02.01.01,r0020,c0030,float64,"Assets|Investments (other than assets held for index-linked and unit-linked contracts) , Value of the solvency II reporting currency"
269,"S.02.02.01.01,r0030,c0030",S.02.02.01.01,r0030,c0030,float64,"Assets|Other assets: Property, plant & equipment held for own use, Cash and cash equivalents, Loans on policies, Loans & mortgages to individuals and Other loans & mortgages (other than index-linked and unit-linked contracts) , Value of the solvency II reporting currency"
270,"S.02.02.01.01,r0040,c0030",S.02.02.01.01,r0040,c0030,float64,"Assets|Assets held for index-linked and unit-linked contracts , Value of the solvency II reporting currency"
271,"S.02.02.01.01,r0050,c0030",S.02.02.01.01,r0050,c0030,int64,"Assets|Reinsurance recoverables , Value of the solvency II reporting currency"
272,"S.02.02.01.01,r0060,c0030",S.02.02.01.01,r0060,c0030,float64,"Assets|Deposits to cedants, insurance and intermediaries receivables and reinsurance receivables , Value of the solvency II reporting currency"
273,"S.02.02.01.01,r0070,c0030",S.02.02.01.01,r0070,c0030,float64,"Assets|Any other assets , Value of the solvency II reporting currency"
274,"S.02.02.01.01,r0100,c0030",S.02.02.01.01,r0100,c0030,float64,"Assets|Total assets , Value of the solvency II reporting currency"
275,"S.02.02.01.01,r0110,c0030",S.02.02.01.01,r0110,c0030,float64,"Liabilities|Technical provisions (excluding index-linked and unit-linked contracts) , Value of the solvency II reporting currency"
276,"S.02.02.01.01,r0120,c0030",S.02.02.01.01,r0120,c0030,float64,"Liabilities|Technical provisions - index-linked and unit-linked contracts , Value of the solvency II reporting currency"
277,"S.02.02.01.01,r0130,c0030",S.02.02.01.01,r0130,c0030,int64,"Liabilities|Deposits from reinsurers and insurance, intermediaries and reinsurance payables , Value of the solvency II reporting currency"
278,"S.02.02.01.01,r0140,c0030",S.02.02.01.01,r0140,c0030,float64,"Liabilities|Derivatives , Value of the solvency II reporting currency"
279,"S.02.02.01.01,r0150,c0030",S.02.02.01.01,r0150,c0030,float64,"Liabilities|Financial liabilities , Value of the solvency II reporting currency"
280,"S.02.02.01.01,r0160,c0030",S.02.02.01.01,r0160,c0030,float64,"Liabilities|Contingent liabilities , Value of the solvency II reporting currency"
281,"S.02.02.01.01,r0170,c0030",S.02.02.01.01,r0170,c0030,float64,"Liabilities|Any other liabilities , Value of the solvency II reporting currency"
282,"S.02.02.01.01,r0200,c0030",S.02.02.01.01,r0200,c0030,float64,"Liabilities|Total liabilities , Value of the solvency II reporting currency"
283,"S.02.02.01.01,r0020,c0040",S.02.02.01.01,r0020,c0040,float64,"Assets|Investments (other than assets held for index-linked and unit-linked contracts) , Value of remaining other currencies"
284,"S.02.02.01.01,r0030,c0040",S.02.02.01.01,r0030,c0040,float64,"Assets|Other assets: Property, plant & equipment held for own use, Cash and cash equivalents, Loans on policies, Loans & mortgages to individuals and Other loans & mortgages (other than index-linked and unit-linked contracts) , Value of remaining other currencies"
285,"S.02.02.01.01,r0040,c0040",S.02.02.01.01,r0040,c0040,float64,"Assets|Assets held for index-linked and unit-linked contracts , Value of remaining other currencies"
286,"S.02.02.01.01,r0050,c0040",S.02.02.01.01,r0050,c0040,float64,"Assets|Reinsurance recoverables , Value of remaining other currencies"
287,"S.02.02.01.01,r0060,c0040",S.02.02.01.01,r0060,c0040,float64,"Assets|Deposits to cedants, insurance and intermediaries receivables and reinsurance receivables , Value of remaining other currencies"
288,"S.02.02.01.01,r0070,c0040",S.02.02.01.01,r0070,c0040,float64,"Assets|Any other assets , Value of remaining other currencies"
289,"S.02.02.01.01,r0100,c0040",S.02.02.01.01,r0100,c0040,float64,"Assets|Total assets , Value of remaining other currencies"
290,"S.02.02.01.01,r0110,c0040",S.02.02.01.01,r0110,c0040,float64,"Liabilities|Technical provisions (excluding index-linked and unit-linked contracts) , Value of remaining other currencies"
291,"S.02.02.01.01,r0120,c0040",S.02.02.01.01,r0120,c0040,float64,"Liabilities|Technical provisions - index-linked and unit-linked contracts , Value of remaining other currencies"
292,"S.02.02.01.01,r0130,c0040",S.02.02.01.01,r0130,c0040,float64,"Liabilities|Deposits from reinsurers and insurance, intermediaries and reinsurance payables , Value of remaining other currencies"
293,"S.02.02.01.01,r0140,c0040",S.02.02.01.01,r0140,c0040,float64,"Liabilities|Derivatives , Value of remaining other currencies"
294,"S.02.02.01.01,r0150,c0040",S.02.02.01.01,r0150,c0040,float64,"Liabilities|Financial liabilities , Value of remaining other currencies"
295,"S.02.02.01.01,r0160,c0040",S.02.02.01.01,r0160,c0040,float64,"Liabilities|Contingent liabilities , Value of remaining other currencies"
296,"S.02.02.01.01,r0170,c0040",S.02.02.01.01,r0170,c0040,float64,"Liabilities|Any other liabilities , Value of remaining other currencies"
297,"S.02.02.01.01,r0200,c0040",S.02.02.01.01,r0200,c0040,int64,"Liabilities|Total liabilities , Value of remaining other currencies"
298,"S.02.02.01.02,r0020,c0050",S.02.02.01.02,r0020,c0050,int64,"Assets|Investments (other than assets held for index-linked and unit-linked contracts) , Value of material currencies|Original/exposure currency"
299,"S.02.02.01.02,r0030,c0050",S.02.02.01.02,r0030,c0050,float64,"Assets|Other assets: Property, plant & equipment held for own use, Cash and cash equivalents, Loans on policies, Loans & mortgages to individuals and Other loans & mortgages (other than index-linked and unit-linked contracts) , Value of material currencies|Original/exposure currency"
300,"S.02.02.01.02,r0040,c0050",S.02.02.01.02,r0040,c0050,float64,"Assets|Assets held for index-linked and unit-linked contracts , Value of material currencies|Original/exposure currency"
301,"S.02.02.01.02,r0050,c0050",S.02.02.01.02,r0050,c0050,float64,"Assets|Reinsurance recoverables , Value of material currencies|Original/exposure currency"
302,"S.02.02.01.02,r0060,c0050",S.02.02.01.02,r0060,c0050,float64,"Assets|Deposits to cedants, insurance and intermediaries receivables and reinsurance receivables , Value of material currencies|Original/exposure currency"
303,"S.02.02.01.02,r0070,c0050",S.02.02.01.02,r0070,c0050,float64,"Assets|Any other assets , Value of material currencies|Original/exposure currency"
304,"S.02.02.01.02,r0100,c0050",S.02.02.01.02,r0100,c0050,int64,"Assets|Total assets , Value of material currencies|Original/exposure currency"
305,"S.02.02.01.02,r0110,c0050",S.02.02.01.02,r0110,c0050,float64,"Liabilities|Technical provisions (excluding index-linked and unit-linked contracts) , Value of material currencies|Original/exposure currency"
306,"S.02.02.01.02,r0120,c0050",S.02.02.01.02,r0120,c0050,float64,"Liabilities|Technical provisions - index-linked and unit-linked contracts , Value of material currencies|Original/exposure currency"
307,"S.02.02.01.02,r0130,c0050",S.02.02.01.02,r0130,c0050,float64,"Liabilities|Deposits from reinsurers and insurance, intermediaries and reinsurance payables , Value of material currencies|Original/exposure currency"
308,"S.02.02.01.02,r0140,c0050",S.02.02.01.02,r0140,c0050,float64,"Liabilities|Derivatives , Value of material currencies|Original/exposure currency"
309,"S.02.02.01.02,r0150,c0050",S.02.02.01.02,r0150,c0050,float64,"Liabilities|Financial liabilities , Value of material currencies|Original/exposure currency"
310,"S.02.02.01.02,r0160,c0050",S.02.02.01.02,r0160,c0050,float64,"Liabilities|Contingent liabilities , Value of material currencies|Original/exposure currency"
311,"S.02.02.01.02,r0170,c0050",S.02.02.01.02,r0170,c0050,float64,"Liabilities|Any other liabilities , Value of material currencies|Original/exposure currency"
312,"S.02.02.01.02,r0200,c0050",S.02.02.01.02,r0200,c0050,float64,"Liabilities|Total liabilities , Value of material currencies|Original/exposure currency"
313,"S.02.02.01.02,pages2c_oc",S.02.02.01.02,pages,c_oc,object,pages2c_oc
314,"S.03.01.01.01,r0010,c0010",S.03.01.01.01,r0010,c0010,int64,"Guarantees provided by the undertaking, including letters of credit , Maximum value"
315,"S.03.01.01.01,r0020,c0010",S.03.01.01.01,r0020,c0010,int64,"Guarantees provided by the undertaking, including letters of credit|Of which, guarantees, including letters of credit provided to other undertakings of the same group , Maximum value"
316,"S.03.01.01.01,r0030,c0010",S.03.01.01.01,r0030,c0010,int64,"Guarantees received by the undertaking, including letters of credit , Maximum value"
317,"S.03.01.01.01,r0040,c0010",S.03.01.01.01,r0040,c0010,int64,"Guarantees received by the undertaking, including letters of credit|Of which, guarantees, including letters of credit received from other undertakings of the same group , Maximum value"
318,"S.03.01.01.01,r0310,c0010",S.03.01.01.01,r0310,c0010,int64,"Contingent liabilities|Contingent liabilities not in Solvency II Balance Sheet , Maximum value"
319,"S.03.01.01.01,r0320,c0010",S.03.01.01.01,r0320,c0010,int64,"Contingent liabilities|Of which contingent liabilities toward entities of the same group , Maximum value"
320,"S.03.01.01.01,r0330,c0010",S.03.01.01.01,r0330,c0010,int64,"Contingent liabilities|Contingent liabilities in Solvency II Balance Sheet , Maximum value"
321,"S.03.01.01.01,r0400,c0010",S.03.01.01.01,r0400,c0010,int64,"Contingent liabilities|Total Contingent liabilities , Maximum value"
322,"S.03.01.01.01,r0010,c0020",S.03.01.01.01,r0010,c0020,int64,"Guarantees provided by the undertaking, including letters of credit , Value of guarantee / collateral / contingent liabilities"
